小地主vipcn2406.6.3.1
佛系更新。尽量更新。
20240828 少儿频道隐藏系列



🐉黑龙江移动,#genre#
CCTV-2财经,http://1.202.115.210:8447/udp/225.1.8.2:8084
CCTV-3综艺,http://1.202.115.210:8447/udp/225.1.8.88:8000
CCTV-4中文国际,http://1.202.115.210:8447/udp/225.1.8.4:8092
CCTV-5体育,http://1.202.115.210:8447/udp/225.1.8.89:8000
CCTV-5+体育赛事,http://1.202.115.210:8447/udp/225.1.8.20:8004
CCTV-6电影,http://1.202.115.210:8447/udp/225.1.8.84:8000
CCTV-7国防军事,http://1.202.115.210:8447/udp/225.1.8.7:8104
CCTV-8电视剧,http://1.202.115.210:8447/udp/225.1.8.85:8000
CCTV-9纪录,http://1.202.115.210:8447/udp/225.1.8.9:8112
CCTV-10科教,http://1.202.115.210:8447/udp/225.1.8.10:8116
CCTV-11戏曲,http://1.202.115.210:8447/udp/225.1.8.73:8120
CCTV-12社会与法,http://1.202.115.210:8447/udp/225.1.8.12:8124
CCTV-13新闻,http://1.202.115.210:8447/udp/225.1.8.168:8130
CCTV-14少儿,http://1.202.115.210:8447/udp/225.1.8.14:8132
CCTV-15音乐,http://1.202.115.210:8447/udp/225.1.8.74:8136
CCTV-17农业农村,http://1.202.115.210:8447/udp/225.1.8.17:8144
CETV-1,http://1.202.115.210:8447/udp/225.1.8.32:8152
CETV-1,http://1.202.115.210:8447/udp/225.1.8.169:4120
CETV-2,http://1.202.115.210:8447/udp/225.1.8.193:4120
CETV-3,http://1.202.115.210:8447/udp/225.1.8.194:4120
CETV-4,http://1.202.115.210:8447/udp/225.1.8.195:4120
北京卫视,http://1.202.115.210:8447/udp/225.1.8.21:8002
BTV文艺,http://1.202.115.210:8447/udp/225.1.8.22:8002
BTV科教纪实,http://1.202.115.210:8447/udp/225.1.8.105:8002
BTV影视,http://1.202.115.210:8447/udp/225.1.8.82:8000
BTV财经,http://1.202.115.210:8447/udp/225.1.8.106:8002
BTV生活,http://1.202.115.210:8447/udp/225.1.8.108:8002
BTV新闻,http://1.202.115.210:8447/udp/225.1.8.83:8000
BTV体育休闲,http://1.202.115.210:8447/udp/225.1.8.23:8002
卡酷少儿,http://1.202.115.210:8447/udp/225.1.8.35:8000
北京国际,http://1.202.115.210:8447/udp/225.1.8.131:8002
房山,http://1.202.115.210:8447/udp/225.1.8.68:8002
朝阳融媒,http://1.202.115.210:8447/udp/225.1.8.69:8002
密云,http://1.202.115.210:8447/udp/225.1.8.75:8002
湖南卫视,http://1.202.115.210:8447/udp/225.1.8.41:8012
黑龙江卫视,http://1.202.115.210:8447/udp/225.1.8.42:8016
深圳卫视,http://1.202.115.210:8447/udp/225.1.8.43:8020
江苏卫视,http://1.202.115.210:8447/udp/225.1.8.44:8028
东方卫视,http://1.202.115.210:8447/udp/225.1.8.45:8032
浙江卫视,http://1.202.115.210:8447/udp/225.1.8.46:8036
湖北卫视,http://1.202.115.210:8447/udp/225.1.8.47:8044
天津卫视,http://1.202.115.210:8447/udp/225.1.8.48:8044
广东卫视,http://1.202.115.210:8447/udp/225.1.8.49:8048
山东卫视,http://1.202.115.210:8447/udp/225.1.8.50:8052
辽宁卫视,http://1.202.115.210:8447/udp/225.1.8.51:8056
安徽卫视,http://1.202.115.210:8447/udp/225.1.8.52:8064
河北卫视,http://1.202.115.210:8447/udp/225.1.8.76:8002
贵州卫视,http://1.202.115.210:8447/udp/225.1.8.77:8076
东南卫视,http://1.202.115.210:8447/udp/225.1.8.79:8148
江西卫视,http://1.202.115.210:8447/udp/225.1.8.171:8166
重庆卫视,http://1.202.115.210:8447/udp/225.1.8.172:8162
金鹰纪实,http://1.202.115.210:8447/udp/225.1.8.31:8156
纪实人文,http://1.202.115.210:8447/udp/225.1.8.53:8060
快乐垂钓,http://1.202.115.210:8447/udp/225.1.8.71:8002
茶频道,http://1.202.115.210:8447/udp/225.1.8.72:8002
北京IPTV-淘精彩,http://1.202.115.210:8447/udp/225.1.8.33:8002
北京IPTV-淘BABY,http://1.202.115.210:8447/udp/225.1.8.36:8002
北京IPTV-淘剧场,http://1.202.115.210:8447/udp/225.1.8.37:8002
北京IPTV-淘电影,http://1.202.115.210:8447/udp/225.1.8.38:8002
北京IPTV-淘娱乐,http://1.202.115.210:8447/udp/225.1.8.61:8002
北京IPTV-萌宠TV-,http://1.202.115.210:8447/udp/225.1.8.63:8002
北京IPTV-4K,http://1.202.115.210:8447/udp/225.1.8.211:8002

湖南卫视,http://1.202.115.210:8447/udp/225.1.8.132:8064
浙江卫视,http://1.202.115.210:8447/udp/225.1.8.133:8284
江苏卫视,http://1.202.115.210:8447/udp/225.1.8.134:8276
安徽卫视,http://1.202.115.210:8447/udp/225.1.8.135:8272
天津卫视,http://1.202.115.210:8447/udp/225.1.8.136:8144
辽宁卫视,http://1.202.115.210:8447/udp/225.1.8.137:8116
山东卫视,http://1.202.115.210:8447/udp/225.1.8.138:8148
云南卫视,http://1.202.115.210:8447/udp/225.1.8.139:8108
河南卫视,http://1.202.115.210:8447/udp/225.1.8.140:8128
黑龙江卫视,http://1.202.115.210:8447/udp/225.1.8.141:8196
四川卫视,http://1.202.115.210:8447/udp/225.1.8.142:8288
江西卫视,http://1.202.115.210:8447/udp/225.1.8.143:8280
贵州卫视,http://1.202.115.210:8447/udp/225.1.8.144:8120
深圳卫视,http://1.202.115.210:8447/udp/225.1.8.145:9244
湖北卫视,http://1.202.115.210:8447/udp/225.1.8.146:8136
东方卫视,http://1.202.115.210:8447/udp/225.1.8.147:8192
重庆卫视,http://1.202.115.210:8447/udp/225.1.8.148:8296
东南卫视,http://1.202.115.210:8447/udp/225.1.8.149:8112
河北卫视,http://1.202.115.210:8447/udp/225.1.8.150:8292
广东卫视,http://1.202.115.210:8447/udp/225.1.8.151:8132
南方卫视,http://1.202.115.210:8447/udp/225.1.8.225:5008
广西卫视,http://1.202.115.210:8447/udp/225.1.8.152:8300
吉林卫视,http://1.202.115.210:8447/udp/225.1.8.153:8200
陕西卫视,http://1.202.115.210:8447/udp/225.1.8.154:8140
山西卫视,http://1.202.115.210:8447/udp/225.1.8.155:8172
内蒙古卫视,http://1.202.115.210:8447/udp/225.1.8.156:8176
青海卫视,http://1.202.115.210:8447/udp/225.1.8.157:8184
海南卫视,http://1.202.115.210:8447/udp/225.1.8.158:8304
宁夏卫视,http://1.202.115.210:8447/udp/225.1.8.159:8124
西藏卫视,http://1.202.115.210:8447/udp/225.1.8.160:8164
新疆卫视,http://1.202.115.210:8447/udp/225.1.8.161:8160
甘肃卫视,http://1.202.115.210:8447/udp/225.1.8.162:8188
厦门卫视,http://1.202.115.210:8447/udp/225.1.8.166:4120
兵团卫视,http://1.202.115.210:8447/udp/225.1.8.167:4120
山东教育卫视,http://1.202.115.210:8447/udp/225.1.8.190:4120
三沙卫视,http://1.202.115.210:8447/udp/225.1.8.78:4120
金鹰卡通,http://1.202.115.210:8447/udp/225.1.8.163:9252
财富天下,http://1.202.115.210:8447/udp/225.1.8.165:9136
嘉佳卡通,http://1.202.115.210:8447/udp/225.1.8.170:9268


北京联通1
CCTV-1综合,http://123.114.19.80:4000/rtp/239.3.1.129:8008
CCTV-2财经,http://123.114.19.80:4000/rtp/239.3.1.60:8084
CCTV-3综艺,http://123.114.19.80:4000/rtp/239.3.1.172:8001
CCTV-4中文国际,http://123.114.19.80:4000/rtp/239.3.1.105:8092
CCTV-5体育,http://123.114.19.80:4000/rtp/239.3.1.173:8001
CCTV-5+体育赛事,http://123.114.19.80:4000/rtp/239.3.1.130:8004
CCTV-6电影,http://123.114.19.80:4000/rtp/239.3.1.174:8001
CCTV-7国防军事,http://123.114.19.80:4000/rtp/239.3.1.61:8104
CCTV-8电视剧,http://123.114.19.80:4000/rtp/239.3.1.175:8001
CCTV-9纪录,http://123.114.19.80:4000/rtp/239.3.1.62:8112
CCTV-10科教,http://123.114.19.80:4000/rtp/239.3.1.63:8116
CCTV-11戏曲,http://123.114.19.80:4000/rtp/239.3.1.152:8120
CCTV-12社会与法,http://123.114.19.80:4000/rtp/239.3.1.64:8124
CCTV-13新闻,http://123.114.19.80:4000/rtp/239.3.1.124:8128
CCTV-14少儿,http://123.114.19.80:4000/rtp/239.3.1.65:8132
CCTV-15音乐,http://123.114.19.80:4000/rtp/239.3.1.153:8136
CCTV-17农业农村,http://123.114.19.80:4000/rtp/239.3.1.151:8144
CETV-1,http://123.114.19.80:4000/rtp/239.3.1.57:8152
CETV-2,http://123.114.19.80:4000/rtp/239.3.1.54:4120
CETV-3,http://123.114.19.80:4000/rtp/239.3.1.55:4120
CETV-4,http://123.114.19.80:4000/rtp/239.3.1.56:4120
北京卫视,http://123.114.19.80:4000/rtp/239.3.1.241:8000
BTV新闻,http://123.114.19.80:4000/rtp/239.3.1.159:8000
BTV影视,http://123.114.19.80:4000/rtp/239.3.1.158:8000
BTV文艺,http://123.114.19.80:4000/rtp/239.3.1.242:8000
BTV财经,http://123.114.19.80:4000/rtp/239.3.1.116:8000
BTV生活,http://123.114.19.80:4000/rtp/239.3.1.117:8000
BTV科教纪实,http://123.114.19.80:4000/rtp/239.3.1.115:8000
卡酷少儿,http://123.114.19.80:4000/rtp/239.3.1.189:8000
BTV体育休闲,http://123.114.19.80:4000/rtp/239.3.1.243:8000
北京国际,http://123.114.19.80:4000/rtp/239.3.1.235:8000
淘电影,http://123.114.19.80:4000/rtp/239.3.1.250:8001
纪实人文,http://123.114.19.80:4000/rtp/239.3.1.212:8060
金鹰纪实,http://123.114.19.80:4000/rtp/239.3.1.58:8156
淘Baby,http://123.114.19.80:4000/rtp/239.3.1.238:8001
萌宠TV,http://123.114.19.80:4000/rtp/239.3.1.102:8001
湖南卫视,http://123.114.19.80:4000/rtp/239.3.1.132:8012
东方卫视,http://123.114.19.80:4000/rtp/239.3.1.136:8032
浙江卫视,http://123.114.19.80:4000/rtp/239.3.1.137:8036
江苏卫视,http://123.114.19.80:4000/rtp/239.3.1.135:8028
深圳卫视,http://123.114.19.80:4000/rtp/239.3.1.134:8020
广东卫视,http://123.114.19.80:4000/rtp/239.3.1.142:8048
安徽卫视,http://123.114.19.80:4000/rtp/239.3.1.211:8064
天津卫视,http://123.114.19.80:4000/rtp/239.3.1.141:1234
重庆卫视,http://123.114.19.80:4000/rtp/239.3.1.122:8160
山东卫视,http://123.114.19.80:4000/rtp/239.3.1.209:8052
黑龙江卫视,http://123.114.19.80:4000/rtp/239.3.1.133:8016
河北卫视,http://123.114.19.80:4000/rtp/239.3.1.148:8072
辽宁卫视,http://123.114.19.80:4000/rtp/239.3.1.210:8056
湖北卫视,http://123.114.19.80:4000/rtp/239.3.1.138:8044
吉林卫视,http://123.114.19.80:4000/rtp/239.3.1.240:8172
贵州卫视,http://123.114.19.80:4000/rtp/239.3.1.149:8076
东南卫视,http://123.114.19.80:4000/rtp/239.3.1.156:8148
江西卫视,http://123.114.19.80:4000/rtp/239.3.1.123:8164
海南卫视,http://123.114.19.80:4000/rtp/239.3.1.45:8304
云南卫视,http://123.114.19.80:4000/rtp/239.3.1.26:8108
兵团卫视,http://123.114.19.80:4000/rtp/239.3.1.144:4120
厦门卫视,http://123.114.19.80:4000/rtp/239.3.1.143:4120
四川卫视,http://123.114.19.80:4000/rtp/239.3.1.29:8288
南方卫视,http://123.114.19.80:4000/rtp/239.3.1.161:8001
宁夏卫视,http://123.114.19.80:4000/rtp/239.3.1.46:8124
山西卫视,http://123.114.19.80:4000/rtp/239.3.1.42:8172
广西卫视,http://123.114.19.80:4000/rtp/239.3.1.39:8300
新疆卫视,http://123.114.19.80:4000/rtp/239.3.1.48:8160
河南卫视,http://123.114.19.80:4000/rtp/239.3.1.27:8128
甘肃卫视,http://123.114.19.80:4000/rtp/239.3.1.49:8188
西藏卫视,http://123.114.19.80:4000/rtp/239.3.1.47:8164
三沙卫视,http://123.114.19.80:4000/rtp/239.3.1.155:4120
陕西卫视,http://123.114.19.80:4000/rtp/239.3.1.41:8140
青海卫视,http://123.114.19.80:4000/rtp/239.3.1.44:8184
内蒙古卫视,http://123.114.19.80:4000/rtp/239.3.1.43:8176
中国交通,http://123.114.19.80:4000/rtp/239.3.1.188:8001
朝阳融媒,http://123.114.19.80:4000/rtp/239.3.1.163:8001
通州融媒,http://123.114.19.80:4000/rtp/239.3.1.221:8001
密云电视台,http://123.114.19.80:4000/rtp/239.3.1.154:8001
延庆电视台,http://123.114.19.80:4000/rtp/239.3.1.187:8001
房山电视台,http://123.114.19.80:4000/rtp/239.3.1.96:8001
CCTV-4中文国际欧洲,http://123.114.19.80:4000/rtp/239.3.1.213:4220
CCTV-4中文国际美洲,http://123.114.19.80:4000/rtp/239.3.1.214:4220
CGTN新闻,http://123.114.19.80:4000/rtp/239.3.1.215:4220
CGTN记录,http://123.114.19.80:4000/rtp/239.3.1.216:4220
CGTN西班牙语,http://123.114.19.80:4000/rtp/239.3.1.217:4220
CGTN法语,http://123.114.19.80:4000/rtp/239.3.1.218:4220
CGTN阿拉伯语,http://123.114.19.80:4000/rtp/239.3.1.219:4220
CGTN俄语,http://123.114.19.80:4000/rtp/239.3.1.220:4220
睛彩竞技,http://123.114.19.80:4000/rtp/239.3.1.125:8001
睛彩篮球,http://123.114.19.80:4000/rtp/239.3.1.126:8001
睛彩羽毛球,http://123.114.19.80:4000/rtp/239.3.1.127:8001
睛彩广场舞,http://123.114.19.80:4000/rtp/239.3.1.128:8001
茶频道,http://123.114.19.80:4000/rtp/239.3.1.165:8001
体育赛事,http://123.114.19.80:4000/rtp/239.3.1.157:8176
淘精彩,http://123.114.19.80:4000/rtp/239.3.1.178:8001
快乐垂钓,http://123.114.19.80:4000/rtp/239.3.1.164:8001
大健康,http://123.114.19.80:4000/rtp/239.3.1.251:8001
嘉佳卡通,http://123.114.19.80:4000/rtp/239.3.1.147:9268
山东教育,http://123.114.19.80:4000/rtp/239.3.1.52:4120
财富天下,http://123.114.19.80:4000/rtp/239.3.1.53:9136
金鹰卡通,http://123.114.19.80:4000/rtp/239.3.1.51:9252


湖南云南,#genre#
湖南都市,http://103.67.53.72:82/盗源死全家/hn.php?id=hnds
湖南经视,http://103.67.53.72:82/盗源死全家/hn.php?id=hnjs
湖南娱乐,http://103.67.53.72:82/盗源死全家/hn.php?id=hnyl
湖南电视剧,http://103.67.53.72:82/盗源死全家/hn.php?id=hndsj
湖南爱晚,http://103.67.53.72:82/盗源死全家/hn.php?id=hnaw
湖南国际,http://103.67.53.72:82/盗源死全家/hn.php?id=hngj
金鹰纪实,http://103.67.53.72:82/盗源死全家/hn.php?id=jyjs
金鹰卡通,http://103.67.53.72:82/盗源死全家/hn.php?id=jykt

云南娱乐,http://119.62.36.174:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
云南康旅,http://119.62.36.174:85/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
云南都市,http://119.62.36.174:85/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
哈哈炫动,http://119.62.36.174:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0

西藏频道,#genre#
西藏卫视,http://103.67.53.72:82/xztv.php?id=0
藏语卫视,http://103.67.53.72:82/xztv.php?id=1
西藏影视,http://103.67.53.72:82/xztv.php?id=2

❄️辽宁,#genre#

辽宁都市,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000068
辽宁北方,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000071
辽宁生活,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000073

辽宁影视剧,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000070
辽宁教育青少,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000075
辽宁经济,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000076
辽宁公共,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000077

海南V6,#genre#
CCTV1 8M ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000029752/index.m3u8?channel-id=wasusyt&Contentid=6000000001000029752&livemode=1&stbId=3
CCTV2 8M ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000014161/index.m3u8?channel-id=wasusyt&Contentid=6000000001000014161&livemode=1&stbId=3
CCTV3 8M ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000022313/index.m3u8?channel-id=wasusyt&Contentid=6000000001000022313&livemode=1&stbId=3
CCTV4-1.8M576 ,http://[2409:8087:5e08:24::11]:6610/000000001000/4719673858948437836/index.m3u8?channel-id=wasusyt&Contentid=4719673858948437836&livemode=1&stbId=3
CCTV5 8M ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000016431/index.m3u8?channel-id=wasusyt&Contentid=6000000001000016431&livemode=1&stbId=3
CCTV5+ 8M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000015875/index.m3u8?channel-id=wasusyt&Contentid=6000000001000015875&livemode=1&stbId=3
CCTV6-8M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000004574/index.m3u8?channel-id=wasusyt&Contentid=6000000001000004574&livemode=1&stbId=3
CCTV7-8M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000009055/index.m3u8?channel-id=wasusyt&Contentid=6000000001000009055&livemode=1&stbId=3
CCTV8-8M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000001070/index.m3u8?channel-id=wasusyt&Contentid=6000000001000001070&livemode=1&stbId=3
CCTV9 8M ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000032162/index.m3u8?channel-id=wasusyt&Contentid=6000000001000032162&livemode=1&stbId=3
CCTV10 8M ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000031506/index.m3u8?channel-id=wasusyt&Contentid=6000000001000031506&livemode=1&stbId=3
CCTV11-1.8M576 ,http://[2409:8087:5e08:24::11]:6610/000000001000/8983629816140945539/index.m3u8?channel-id=wasusyt&Contentid=8983629816140945539&livemode=1&stbId=3
CCTV12 8M ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000022586/index.m3u8?channel-id=wasusyt&Contentid=6000000001000022586&livemode=1&stbId=3
CCTV14-8M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000013647/index.m3u8?channel-id=wasusyt&Contentid=6000000001000013647&livemode=1&stbId=3
CCTV15-1.8M576 ,http://[2409:8087:5e08:24::11]:6610/000000001000/5565738654152032083/index.m3u8?channel-id=wasusyt&Contentid=5565738654152032083&livemode=1&stbId=3
北京卫视 8M ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000020451/index.m3u8?channel-id=wasusyt&Contentid=6000000001000020451&livemode=1&stbId=3
东方卫视 8M ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000003639/index.m3u8?channel-id=wasusyt&Contentid=6000000001000003639&livemode=1&stbId=3
浙江卫视-8M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000032070/index.m3u8?channel-id=wasusyt&Contentid=6000000001000032070&livemode=1&stbId=3
江苏卫视 8M ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000014861/index.m3u8?channel-id=wasusyt&Contentid=6000000001000014861&livemode=1&stbId=3
湖南卫视 8M ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000018044/index.m3u8?channel-id=wasusyt&Contentid=6000000001000018044&livemode=1&stbId=3
深圳卫视-8M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000002116/index.m3u8?channel-id=wasusyt&Contentid=6000000001000002116&livemode=1&stbId=3
山东卫视 8M ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000004134/index.m3u8?channel-id=wasusyt&Contentid=6000000001000004134&livemode=1&stbId=3
广东卫视-8M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000031076/index.m3u8?channel-id=wasusyt&Contentid=6000000001000031076&livemode=1&stbId=3
安徽卫视-8M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000009954/index.m3u8?channel-id=wasusyt&Contentid=6000000001000009954&livemode=1&stbId=3
黑龙江卫视-8M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000016510/index.m3u8?channel-id=wasusyt&Contentid=6000000001000016510&livemode=1&stbId=3
湖北卫视-8M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000015436/index.m3u8?channel-id=wasusyt&Contentid=6000000001000015436&livemode=1&stbId=3
天津卫视-8M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000009186/index.m3u8?channel-id=wasusyt&Contentid=6000000001000009186&livemode=1&stbId=3
精彩影视-8M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000006000320630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000320630&livemode=1&stbId=3
未知4K-16M2160 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000003000004748/index.m3u8?channel-id=wasusyt&Contentid=6000000003000004748&livemode=1&stbId=3
高清娱乐 8M ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000003000001569/index.m3u8?channel-id=wasusyt&Contentid=6000000003000001569&livemode=1&stbId=3
CCTV1-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/5068253659616166748/index.m3u8?channel-id=wasusyt&Contentid=5068253659616166748&livemode=1&stbId=3
CCTV1-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/8813322615956633846/index.m3u8?channel-id=wasusyt&Contentid=8813322615956633846&livemode=1&stbId=3
CCTV12-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6865782700657580918/index.m3u8?channel-id=wasusyt&Contentid=6865782700657580918&livemode=1&stbId=3
CCTV13-1.8M576 ,http://[2409:8087:5e08:24::11]:6610/000000001000/8593685226043367730/index.m3u8?channel-id=wasusyt&Contentid=8593685226043367730&livemode=1&stbId=3
CCTV14-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6113730085955692619/index.m3u8?channel-id=wasusyt&Contentid=6113730085955692619&livemode=1&stbId=3
CCTV2-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/8878432746825677699/index.m3u8?channel-id=wasusyt&Contentid=8878432746825677699&livemode=1&stbId=3
CCTV3-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/4890526699577299046/index.m3u8?channel-id=wasusyt&Contentid=4890526699577299046&livemode=1&stbId=3
CCTV5-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/4867251683694877276/index.m3u8?channel-id=wasusyt&Contentid=4867251683694877276&livemode=1&stbId=3
CCTV5-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/7680777599813046442/index.m3u8?channel-id=wasusyt&Contentid=7680777599813046442&livemode=1&stbId=3
CCTV6-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6994512760913257617/index.m3u8?channel-id=wasusyt&Contentid=6994512760913257617&livemode=1&stbId=3
CCTV7-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/7823098201377312515/index.m3u8?channel-id=wasusyt&Contentid=7823098201377312515&livemode=1&stbId=3
CCTV8-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/8967744667154419073/index.m3u8?channel-id=wasusyt&Contentid=8967744667154419073&livemode=1&stbId=3
CCTV9-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6350727550077620987/index.m3u8?channel-id=wasusyt&Contentid=6350727550077620987&livemode=1&stbId=3
CGTN-1.8M576 ,http://[2409:8087:5e08:24::11]:6610/000000001000/4864750119738201239/index.m3u8?channel-id=wasusyt&Contentid=4864750119738201239&livemode=1&stbId=3
Hot风尚音乐-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/5529729098703832176/index.m3u8?channel-id=wasusyt&Contentid=5529729098703832176&livemode=1&stbId=3
Hot精品剧场-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/8230197131234717902/index.m3u8?channel-id=wasusyt&Contentid=8230197131234717902&livemode=1&stbId=3
Hot欧美影院-2.5M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/7185203501769528108/index.m3u8?channel-id=wasusyt&Contentid=7185203501769528108&livemode=1&stbId=3
Hot亚洲影院-3M720 ,http://[2409:8087:5e08:24::11]:6610/000000001000/5841816227539527643/index.m3u8?channel-id=wasusyt&Contentid=5841816227539527643&livemode=1&stbId=3
爱电竞-7.2M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000006000230630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000230630&livemode=1&stbId=3
爱谍战-7.2M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000006000070630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000070630&livemode=1&stbId=3
爱动漫-7.2M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000006000280630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000280630&livemode=1&stbId=3
爱都市-7.2M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000006000080630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000080630&livemode=1&stbId=3
爱怀旧-7.2M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000006000260630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000260630&livemode=1&stbId=3
爱经典-7.2M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000006000060630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000060630&livemode=1&stbId=3
爱科幻-7.2M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000006000020630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000020630&livemode=1&stbId=3
爱科学-7.2M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000006000160630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000160630&livemode=1&stbId=3
爱浪漫-7.2M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000006000040630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000040630&livemode=1&stbId=3
爱旅行-7.2M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000006000250630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000250630&livemode=1&stbId=3
爱奇谈-7.2M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000006000270630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000270630&livemode=1&stbId=3
爱青春-7.2M1080 ,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000006000100630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000100630&livemode=1&stbId=3
